,Title,Views,Likes,Dislikes,Comment
608,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"if wong dies, im never going to watch another marvel movie again"
609,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Sad that a man who gives the hulk a run for his money is redused to cage fighting in his first appearance
610,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Why is Hulk's arch enemy doing in this film damn i can't wait to see this
611,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,You know a movie is going to be epic when you see a lion
612,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Abomination is back yes Awesome I am so happy he is back and has those ears like in comics
613,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,So I guess we'll never see a new Hulk movie fighting The Abomination. XD
614,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"Father : i told my men, they wouldn't be able to kill you if they tried.. glad i was right...
I bet he's regretting it if it isn't 😂😂😂😂😂"
615,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Anything with Michelle yeoh is legit.
616,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"The Daredevil and/or iron fist and the hand should make an appearance in this. Like madam Chow, would be awesome"
617,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,They turned the rings into bracelets... wow
618,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Hulk 2s villain is fighting with wong!😍
619,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Wong better not die. He's one of my favourite MCU characters from the movie universe.
620,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Imagine if they had cast yackie chan as fu manchu :(
621,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Looks like they are letting themselves down in the diversity quota.So much so that China may not even release it lol.
622,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"Oh, sweet!  I've always been hoping we'd see the abomination again."
623,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"MCU made every movie so dreamy, so real and cool."
624,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,I have a feeling this movie is going to be so much awesome ...it's gonna break so many records..
625,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"Dammit! Why do they have to mess with a classic and retcon the whole thing? I loved the vintage era universe the Shang Chi comics world was in, it was more ""Enter the Dragon"" meets ""The Shadow"" and ""The Phantom"" kind of universe. It existed in a pre World War two era that was more in the same tone as the ""Captain America: The First Avenger"", ""Wonder Woman"" or ""The Rockeeter"" films. They want mystical kung fu type of characters, they should have just brought the Iron Fist to the big screen instead."
626,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Talking about passive income and investment I'll go with Cryptocurrency.
627,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Really Hope they got Tim Roth back for this
628,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Cool trailer but it felt like a marvel rush hour lol
629,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,The music is fire
630,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Im excited for this one
631,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Blonksy brought back a lot of feelings
632,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Look out for the Prequel in the future aswell
633,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Marvel universe is combining timelines to setup the future younger heroes this shouldn’t be a surprise but already expected 💯🤔
634,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,"Epic trailer !!!
So hyped💯"
635,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,This will become a Series in the future
636,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,Hell yeah let's go!!!!!
637,"SHANG-CHI Trailer 4K ""Wong VS Abomination"" (2021)","383,324 views",5.2K,241,What if this is Fin Fang Foom? Marvel just remodeled him?
638,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Being a child of the 90s this scared tf outta me and still does I refuse to say his name lol
639,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Candyman is one of the most slept on horror movies.  This new one should be really good.
640,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,I saw Candyman back in 1992 whenever I was 10 years old and I thought It was a HBO kids movie but once I started it ..I couldn’t stop watching after the fact I couldn’t look in a mirror for a whole year after watching that
641,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Candyman had the black community shook since 1995
642,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"The original scared the shit out of me as a child  back in the 90’s watching this with my cousins when I def was not old enough haha, can’t wait for this."
643,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"Ya'll had me at clap,clap ""Don't say dat""."
644,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Anyone noticed how they also said ANTHONY five times as well?
645,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Candyman scared the shit out of me when i was a kid
646,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"""Black people should not be summoning"" I'm fucking weakkkk 😂💀"
647,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"FUN FACT: The director of this movie will be directing Captain Marvel 2 titled ""The Marvels"""
648,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,That “Anthony. Anthony. Anthony.” creeped me out with how telling it is.
649,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"1. This looks incredible. 
2. Vanessa A. Williams is FINE!"
650,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,After what happened to him as a baby in the original you'd think Anthony would know not to say Candyman.
651,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"Gadamn this gave me goosebumps in the beginning but they should've cut it a little shorter, definitely would've added more tension."
652,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Ofc Jordan Peele is involved with this! fucking legend man!
653,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,This isn't a remake; the main character is the baby from the first movie. It's basically a long sequel.
654,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"MY GOD, the two trailers were just mmmmm chef kiss"
655,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Damn the original Candy man still have me shook till this day! 😂 Talking about scary whew Chile but this looks good tbh with you!
656,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,I'm happy to finally see a good supernatural horror film that takes places in an urban environment and feels real like Tales From the Hood and not goofy as shit like Leprechaun in the hood
657,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Oh good. Another classic being ruined. I'd make a list of whats wrong but I don't have 3 hours
658,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"In the first trailer when he walks past the car in the street you can see his reflection, in this one he’s covered in bees"
659,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"0:01 - 0:27 Wow... 27 seconds; that's all it took to muck up the origin. Well, here's just hoping Tony Todd is in this."
660,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Damn. I knew I shouldn't have watched this trailer. It's not as good as the first one.
661,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,'The Shining' vibes with main character. This looks amazing!
662,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,They changed the origin.   He wasn't killed for razor blades in candy.  He was killed for dating a white  plantation owner's daughter.
663,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"1. How many o.a.f. remember seeing the original one when it came out in theaters
2. Props Clive Barker."
664,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,What’s really awesome about this movie is the character of Anthony is the same character from the first Candyman.  Anthony was a baby in the original that Candyman held hostage.
665,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Wow I remember watching the first movie as a kid and it haunted me for years lol it took me awhile to get over the fear
666,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,I watched candyman in 1994 as a child with my babysitter (cousin ) and I swear I had nightmares till 1999. I think I slept 2 hrs every night till 1999. 😭😭😭
667,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"This doesn't look nearly as creepy, or as haunting as the original ('92)"
668,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"Say his name!
Candyman!
Walter White as Heisenberg: You're goddamn right"
669,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,💯Cant wait to see this💯Scared the shit outta when I was a kid. I wonder if the new movie would give me goosebumps🤔
670,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"Looks great but I liked more the first trailer. Anyways, this was one of my most anticipated horror film of last year!"
671,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,oh shit it's Curtis!  Haven't seen him since the Misfits days.  This movie looks bad-ass.  The original is still one of my favorite horror movies ever.
672,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Can't wait for this! Gonna watch the original real soon!
673,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Been waiting forever for this shit.
674,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"I'm hearing that this is actually a clever sequel to the 92 classic, that main guy hes the baby from the original who is grown up now."
675,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,This is one story I cannot ever watch. Lord 1st movie is such a masterpiece. The white lady being pregnant and candyman.
676,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,The story is nothing like this. Hard pass.
677,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Tony Todd we love you Unk. It's US your family own hometown Hartford Connecticut. Thank you for all the motivational speeches you gave US. We love You Unk
678,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"As a 90's kid, the original movie terrified me. When this trailer started, as soon as I heard that music I literally got chills. That kind of haunting music is so effective at giving you goosebumps - another great example being the background music in the old Silent Hill 2 game, it's just beautifully haunting"
679,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"The Scene were Vanessa Estelle Williams Claps and says don’t, don’t say his name is brilliant 🔥"
680,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"I said candyman 5 times, then Willy Wonka showed up at my doorstep."
681,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,I loved the 90s movies so I am so excited for this.  It looks interesting indeed
682,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"That was fire ass trailer, I haven’t seen one like this in a while. This is exciting! Fasure."
683,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,new rule:  jordan peele must make more films!
684,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,"This looks GOOOOOOOOOOD, after a year delay, hell yea"
685,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,This looks so great!!
686,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,I legit forgot this was being made
687,CANDYMAN Trailer 2 (2021),"259,732 views",4.6K,156,Looking forward to this! Love the original.
688,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"Just here to let ya'll know that the second song is by the late great ""Fela Anikolapo kuti"" of Nigeria.... The father of Afro beat, the legend, the inspiration of contemporary greats like Burna boy, Wizkid, D'banj....... Nigeria to the world baby 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬💪🏾💪🏾💪🏾💪🏾💥💥💥💥"
689,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"I love westerns. Especiallyif black people are in them. 
""The Posse"" was my all time great. Hope it matches up to it."
690,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,That Fela Intro though!
691,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Don't sleep on Edi Gathegi.  I was really impressed with his role in Startup.
692,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"Oh man, this looks so good. Absolutely dripping with swagger! Love it!"
693,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"Best line : Admit it, I'm lightning with the blam blams."
694,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,The reggae song in the very beginning is “Here I come” by Barrington Levy
695,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"I'll be watching on the Big Screen, and holding on to my seat!"
696,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,So this is why the Time-keepers want to keep the Sacred Timeline
697,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,THIS CHECKS SO MANY BOXES. YOU KNOW WE IN THERE.
698,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Is that a Barrington Levy sound track? No way am missing this.
699,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,This casting is crazy
700,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,The Guards are always expendable.
701,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,The soundtrack and their god daam styles.. 🤠
702,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"I really hope this is good, I love this whole cast"
703,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I like everything with Idris Elba. He is really amazing.
704,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,This cast is making this movie look top tier. Hopefully it doesn’t fall flat.
705,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"i like the cast, this looks like an entertaining movie"
706,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,This looks amazing!  Idris Elba and Regina King together....I'm in!
707,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Let’s hope the film is half as good as the trailer because I am loving this!
708,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,When will it be aired on netflix
709,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Why are they cartridge cases all over the floor when they're all firing revolvers? Just askin'.
710,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,You had me at Regina and Idris
711,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"When you send God a text message 
Me : Please God let this movie be as good as the trailer 🙏🏾😭"
712,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I am here for the Nigerian soundtrack. Afrobeat hits different on this
713,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I'm liking this movie already. I just wish it came out on the silver screen.
714,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"The cheerful drawer nally explain because operation inherently nest mid a bite-sized spruce. smooth, squeamish orange"
715,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"My mom loved westerns all her life--Gunsmoke, The Rifleman, Bonanza. None of those shows ever really reflected us, of course. If she were alive today, she would flip over this movie!"
716,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Loving the fela  Sound track !!
717,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"F9 (NEW 2021) 𝐅𝐮𝐥𝐥 𝐇𝐃 𝟏𝟎𝟖𝟎
👉 https://is.gd/oKxktE
 "
718,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"I smacked my lips cause it is a western movie
The cast made me giggle like a kid with ice cream
The intro by fela gave me full on brain aneurism
This shit is the full treat"
719,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I am definitely here for this! Love to see my man RJ!
720,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"Despite all his rage, they still keeping itchy elbow in a cage."
721,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I can't wait to see this!!
722,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,This might as well be called Magnificent 8
723,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Did they really play that fela’s song? Damn!!!am tripping 😳😳😳😳
724,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Why is brass flying out of revolvers!?
725,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,They should definitely wide release this movie!!!!
726,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,why would you stop your massive train in the middle of nowhere because of 1 single person on the tracks?
727,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"I've always been a big fan of Idris Elba.
Can't wait...."
728,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Fela's 'Aphrodisiac' is the soundtrack! That's enough for me to watch this!
729,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,The fela intro was  🔥🔥
730,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"Remember when blacks cried and moaned because of a lack of representation, all white main cast is ""racist"" but all black main cast is totally fine apparently."
731,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"Remember when blacks cried and moaned because of a lack of representation, all white main cast is ""racist"" but all black main cast is totally fine apparently."
732,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,IM SO READY FOR THIS TT_TT
733,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I have never rewound a trailer so many times!  😁😁😁😁😁😁
734,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,This is gonna be good missed some western cowboy shit.
735,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,"OMG, this grand style."
736,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,Looks like someone paid close attention to Quentin Tarantino
737,THE HARDER THEY FALL Trailer (2021) Idris Elba,"401,177 views",6.8K,559,I looooove Delroy Lindo. This looks dope!
738,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Only seeing this movie to support Megan's comeback!!
739,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,So glad she's making a comeback and Jennifer's Body recently got the praise it deserved. Can't wait to see her in this!
740,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,This looks good just because of Megan.
741,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Best supporting actor: The Picture Frame
742,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Story writer- Hey I am out of ideas
Director - Okay which all movies did you watch recently?
Story writer- Gerald's game, Home Alone, Saw, Panic room...
Director- Okay where is the blender ?"
743,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Hello art director!   The blood would have turned brown on her shirt after hours and hours of sneaking around in the home...
744,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,How her makeup manage to stay so perfect after all this “surviving” ?? 😂
745,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,When Gerald's Game turns into You're Next...
746,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Felt like i already watched the whole movie by just watching this trailer.
747,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Through all that, her makeup never smudged."
748,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,That’s a strong ass picture frame
749,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,This probably looks like the best damn movie she's gonna ever play outside of Transformers.
750,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,This actually looks fun!
751,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Is this going to be a Jigsaw type reveal? Is her husband just going to be pretending to be dead, so she can be killed by a home invasion and he be off free and clear?"
752,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,I’m sor happy she’s getting a second chance at hollywood
753,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Jennifer's Body is still once of my best!!! Hopefully the war against Megan is over, and goodness we can retire Jolie and Charlize as the only badass chicks in every movie"
754,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Megan looks so fantastic in this. F all the haters.
755,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,that's what happened to her after leaving Sam😂
756,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,If Geralds Game had a baby with Safe Room.
757,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Felt like i already watched the whole movie by just watching this trailer.
758,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Megan and blood is inseparable, this is what makes she’s hot."
759,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Director - How many old movie plots do u wanna fit in?

Storywriter - yes"
760,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"She always got it in her. Give her movies, she can deliver 💯"
761,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Looks like a transformers fan finally caught up to her.
762,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"looks like Megan is actually trying to act this time, noice lol."
763,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Thought the movie would be longer than just over 2 mins.
764,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"This was amazing, she was made for this Role🖤☺️"
765,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,I'm glad she's doing another horror movie.
766,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Where's Bumblebee when you need him?!
767,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Cant wait to see this sounds really 😨 scary...❤🎀❤
768,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,I'm so excited for her comeback she's a good actress and doesn't get the praise
769,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,megan is back! i'm so excited to see more of her on screen she's an amazing actress
770,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Such a perfect couple and a couple of bad guys
771,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Its been a long time since I have been actually excited for a movie again
772,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,lmfao 🤣 Well that was a waste of two minutes of my life
773,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Reminds me somewhat of Secret Obsession.
774,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Damn Megan is in a bunch of scary movies lately. Never been a huge fan, but super impressed by both of her new films! Killin' it Megan."
775,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"I wish the movie is good cause i wish her the best.
She is a rare oddity in Hollywood. 35, mother of 3, family oriented(obviously), romantic and traditional, modest and with self-respect."
776,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,As beautiful as she is Megan always looks the same. Never weight gain/loss  for a movie or different hair length/color. No “Monster” makeover.
777,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"Trailer: How much details should I entail?
Director: Yes"
778,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Damn!!! she's back 😍🔥
779,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,This looks really good
780,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Straight to dvd.
781,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Megan's big comeback:  Pumpkin
782,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Looks mega(n) cøøl !!!
783,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"This is so geralds game,dont breath,panic room vibe with megan in it?yeahh!!!"
784,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,this actually looks great
785,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,Interesting video!!!You should try to make videos on Investment...
786,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"The definition of insanity is doing the same thing over and over again, but expecting different results.

-Which actress do you want for this movie?
-We need an actress?"
787,TILL DEATH Trailer (2021) Megan Fox,"526,583 views",9.4K,220,"No one : 
Megan fox : AHHHHHHHH"
788,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"""Watch this DC film, because it is directed by a guy who directed a Marvel film."" Nice."
789,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,it’s like DC forgot the first suicide squad exist & was like “we should totally make a suicide squad movie”
790,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"They’re lucky they have Margot Robbie, she’s the only reason I’ll be watching this"
791,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,the actress that plays that harleyquin character has a superpower. She looks amazing no matter what she is doing.
792,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"“I mean he’s not harmless, he’s killed 27 children” 😳"
793,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"Funny that Stallone's lines are going to be memorable despite being mono-syllabic.

BIRD"
794,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"Never really liked John Cena as a wrestling character, but holy shit the dude is hilarious in every single movie scene he's in."
795,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"That's weird.... DC be like, ""from the director of guardians of the galaxy"""
796,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,I feel like when polka dot man says he's finally a hero he dies and that hurts.
797,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"“I mean he’s not harmless, he’s killed 27 children”
I mean I know it's dark humor but damn that's atrocious."
798,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,about time we got a harley costume that looks like a harley costume
799,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"Unlike most I actually loved the other suicide squad movie, and I think I'm going to love this one too."
800,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"Harley quinn enjoying without joker
Joker:😭😭"
801,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"I got goosebumps when she was like, ""that's my dad"""
802,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,I’m hoping cena’s performance as the peacemaker will be good and like Dave batista as drax it will be a memorable role.
803,THE SUICIDE SQUAD Trailer 3 (2021),"1,900,961 views",37K,981,"He’s in prison for putting Superman in the ICU with the Kryptonite bullet.
Hobbs & Shaw: He’s Black Superman"
